SL NO:,Dept. Name,Audit Unit Name,Period of last Audit,PARA NO. ,Audit Office,Para_ID,Para Subject,Observation Category Description,Observation Category,IIA/IIB,Monetory Amount,Recovery Amount,IR Despatch Date,Stage,Status,Query raised by,Query date,Response,Response date,Rejoinder date,Resource,File Type
98,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,X/IIB/2014-15,GSA,2210HFW_AU0052_2014-15_IIB_10,Review of records relating to DC bill Register.,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
99,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,XI/IIB/2014-15,GSA,2210HFW_AU0052_2014-15_IIB_11,Irregular transfer of fees collected from issue of certificates to  ARS account.,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
100,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,XIII/IIB/2014-15,GSA,2210HFW_AU0052_2014-15_IIB_12,"Procurement of Bio-metric time and attendance system. Un-fruitful expenditure of Rs. 21,750/-",,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
101,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,XIV/IIB/2014-15,GSA,2210HFW_AU0052_2014-15_IIB_13,"Non-compliance with regulatory requirement for installation and safe operation of medical X-ray equipment for diagnostic purpose by hospitals, clinics.",,I,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
102,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,I/II/IIB/2015-16,GSA,2210HFW_AU0052_2015-16_IIB_01,Review of Arogya Rakshana Samiti Cash Book,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
103,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,II/IIB/2015-16,GSA,2210HFW_AU0052_2015-16_IIB_02,Review of Government Cash Book,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
104,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,III/IIB/2015-16,GSA,2210HFW_AU0052_2015-16_IIB_03,Non-installation of Solar Water Heater System at Hospital.,,I,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
105,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,IV/IIB/2015-16,GSA,2210HFW_AU0052_2015-16_IIB_04,Improper maintenance of NRHM Cash Book.,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
106,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,V/IIB/2015-16,GSA,2210HFW_AU0052_2015-16_IIB_05,"Non-remittance of Blood transfusion Services Charges to the Government Account Rs. 3,72,426/-",,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
107,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,VI/IIB/2015-16,GSA,2210HFW_AU0052_2015-16_IIB_06,Non-deduction of TDS from the bills paid for Annual Maintenance Contract.,,B,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
108,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,VII/IIB/2015-16,GSA,2210HFW_AU0052_2015-16_IIB_07,Idle Linen Articles lying in the Central Stores,,G,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
109,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,VIII/IIB/2015-16,GSA,2210HFW_AU0052_2015-16_IIB_08,"Irregular payment of charge Allowances for the post of Principal Nursing Training Centre, Kolar Smt. Vijayamma S. Staff Nurse.",,B,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
110,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,IX/IIB/2015-16,GSA,2210HFW_AU0052_2015-16_IIB_09,A large vacancy position in the Hospital. ,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
111,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,X/IIB/2015-16,GSA,2210HFW_AU0052_2015-16_IIB_10,Non-reconciliation of departmental figures with the Treasury Figures.,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
112,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,XI/IIB/2015-16,GSA,2210HFW_AU0052_2015-16_IIB_11,Idle-Ambulance Vehicle-KA-07- G 142.,,G,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
113,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,XII/IIB/2015-16,GSA,2210HFW_AU0052_2015-16_IIB_12,Non-reconciliation of schemes Cash book and bank pass book.,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
114,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,XIII/IIB/2015-16,GSA,2210HFW_AU0052_2015-16_IIB_13,Non-Disposal of un-serviceable/Condemned articles. ,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
115,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,II/IIB/2016-17,GSA,2210HFW_AU0052_2016-17_IIB_01,"Non recovery of TDS Rs. 56,505/-",,B,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
116,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,IV/IIB/2016-17,GSA,2210HFW_AU0052_2016-17_IIB_02,Idle Equipments- Rs. 59.91 lakh,,G,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
117,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,V/IIB/2016-17,GSA,2210HFW_AU0052_2016-17_IIB_03,Non preparation of Annual Accounts under ARS since last two years.,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
118,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,VI/IIB/2016-17,GSA,2210HFW_AU0052_2016-17_IIB_04,Non-reconciliation of various schemes Cash book and Bank pass book.,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
119,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,VIII/IIB/2016-17,GSA,2210HFW_AU0052_2016-17_IIB_05,Non receipt of security deposits from Cashier/Driver/Store Keeper.,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
120,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,IX/IIB/2016-17,GSA,2210HFW_AU0052_2016-17_IIB_06,Huge balance held in bank accounts-Rs. 62.79 lakh.,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
121,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,I/IIA/2017-18,GSA,2210HFW_AU0052_2017-18_IIA_01,Working of dialysis Centre in SNR District Hospital Kolar System Deficiencies.,,G,IIA,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
122,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,I/IIB/2017-18,GSA,2210HFW_AU0052_2017-18_IIB_02,Arogya Raksha Samithi Accounts – Incurring of expenditure from the  fund without the approval of the committee.,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
123,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,II/IIB/2017-18,GSA,2210HFW_AU0052_2017-18_IIB_03,"Excess payment of Demand Charges of Electricity Rs. 4,22,850/-",,F,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
124,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,III/IIB/2017-18,GSA,2210HFW_AU0052_2017-18_IIB_04,Non reconciliation of bank accounts of NHM funds.,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
125,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,IV/IIB/2017-18,GSA,2210HFW_AU0052_2017-18_IIB_05,Violation of KTPP Act in purchases made amounting to Rs. 42.93/-,,F,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
126,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,V/IIB/2017-18,GSA,2210HFW_AU0052_2017-18_IIB_06,"Non-Collection of rent Rs. 6,33,400/- and Non-revision of rates on renting of rates on renting of commercial establishments.",,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
127,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,VI/IIB/2017-18,GSA,2210HFW_AU0052_2017-18_IIB_07,"Non levy of penalty due to delay in starting the  CT scan and MRI facilities Rs. 1,20,500/-",,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
128,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,VII/IIB/2017-18,GSA,2210HFW_AU0052_2017-18_IIB_08,Non recovery of cost of consumables and equipments from M/s BMR Health and Research Institute.,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
129,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,VIII/IIB/2017-18,GSA,2210HFW_AU0052_2017-18_IIB_09,Non-disposal of Idle vehicle.,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
130,H&FW,"The District Surgeon, SNR Hospital, Kolar", 2017-18,IX/IIB/2017-18,GSA,2210HFW_AU0052_2017-18_IIB_10,Irregularities noticed in service register of Smt. S.K Manjula.,,J,IIB,,,20.06.18,,,,20.06.18,,R.N.R.,R.N.I.,,
131,H&FW,"Administarative cum Medical Officer, Crewford Hospital, Sakleshpur",2006-2007,II / II A / 99-00,GSA,2210HFW_AU0130_1999-00_IIA_01,Equipments worth Rs.. 52.53 lakh lying idle.,, G,IIB,,,,,,,,,,,,
132,H&FW,"Administarative cum Medical Officer, Crewford Hospital, Sakleshpur",2006-2007,II / II B / 99-00,GSA,2210HFW_AU0130_1999-00_IIA_02,Non –recovery of sales tax,, B,IIB,,,,,,,,,,,,
133,H&FW,"Administarative cum Medical Officer, Crewford Hospital, Sakleshpur",2006-2007,I/IIA/2000-02,GSA,2210HFW_AU0130_2000-02_IIA_01,Excess payment of Rs..433257 paid to various firms,, J,IIA,,,,,,,,,,,,
134,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,II/IIB/2001-05,GSA,2210HFW_AU0048_2001-05_IIB_01,Non-collection and non-remittance of bed charges from KSRTC,, B,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
135,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,IV/IIB/2007-08 to 2008-09,GSA,2210HFW_AU0048_2007-09_IIB_01,Non recovery of rent from canteen Rs..1.33 lakh,, J,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
136,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,I/IIB/2010-11,GSA,2210HFW_AU0048_2010-11_IIB_01,"Unfruitful Expenditure on Equipments amounting to Rs. 40,12,946/-.",, E,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
137,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,I/IIB/2011-12,GSA,2210HFW_AU0048_2011-12_IIB_01,Unspent balance of Government of India Grant of Rs. 21.67 lakh under Centrally Sponsored Development of Nursing Services Scheme (Plan).,, I,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
138,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,I/IIB/2012-13,GSA,2210HFW_AU0048_2007-09_IIB_01,excess expenditure of Rs.1.04 Crores  ,, F,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
139,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,II/IIB/2012-13,GSA,2210HFW_AU0048_2007-09_IIB_02,Wasteful expenditure on equipments in RDL(Regional Diagonist Laboraory),, E,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
140,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,II/IIB/2013-14,GSA,2210HFW_AU0048_2013-14_IIB_01,"Misappropriation of NRHM funds-Rs. 18,44,050/-",, A,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
141,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,V/IIB/2013-14,GSA,2210HFW_AU0048_2013-14_IIB_02,Non-reconciliation of monthly remittances,, J,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
142,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,I/IIB/2014-15,GSA,2210HFW_AU0048_2014-15_IIB_01,Irregular drawal of Special Allowance (SPA) & Emergency Service Allowance (ESA) during leave period – Rs. 63006/-.,,B,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
143,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,II/IIB/2014-15,GSA,2210HFW_AU0048_2014-15_IIB_02,Avoidable payment of electricity charges on unused power amounting to Rs. 253300/-,,D,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
144,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,III/IIB/2014-15,GSA,2210HFW_AU0048_2014-15_IIB_03,Split purchases to avoid tender process under KTPP Act.,,F,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
145,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,V/IIB/2014-15,GSA,2210HFW_AU0048_2014-15_IIB_04,Idling of equipment worth Rs. 49.65 lakh in the Hi Tech lab.,,G,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
146,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,I/IIB/2015-16,GSA,2210HFW_AU0048_2015-16_IIB_01,Non-installation of Solar Water Heating Systems at Hospital.,,E,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
147,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,II/IIB/2015-16,GSA,2210HFW_AU0048_2015-16_IIB_02,Non disposal of released vehicle  spares & scrapped vehicles.,,J,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
148,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,III/IIB/2015-16,GSA,2210HFW_AU0048_2015-16_IIB_03,Improper procedure in  functioning of Arogya Raksha Samithi.,,J,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
149,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,IV/IIB/2015-16,GSA,2210HFW_AU0048_2015-16_IIB_04,Extra exp0enditue of Rs. 8.64 lakh in establishment of Neonatail Intensive Care Unit (NICU) due to lack of control mechanism.,,D,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
150,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,V/IIB/2015-16,GSA,2210HFW_AU0048_2015-16_IIB_05,Non-filling up of vacant posts in the Nursing School.,,J,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
151,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,VI/IIB/2015-16,GSA,2210HFW_AU0048_2015-16_IIB_06,Improper maintenance of stock  register at Blood Bank,,J,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
152,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,VII/IIB/2015-16,GSA,2210HFW_AU0048_2015-16_IIB_07,Split purchases to avoid tender process.,,F,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
153,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,I/IIB/2016-18,GSA,2210HFW_AU0048_2016-18_IIB_01,"Avoidable loss of Rent and Electricity Charges: Rs. 15,60,205/-",,D,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
154,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,II/IIB/2016-18,GSA,2210HFW_AU0048_2016-18_IIB_02,Non-utilization of Donated Amount: Rs 25 lakh,,E,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
155,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,III/IIB/2016-18,GSA,2210HFW_AU0048_2016-18_IIB_03,Loss of Govt. Revenue due to non remittance of clinical charges collected from private Medical Institutions  to  Govt. Account by wrongly crediting to User’s accunt : Rs. 67.36 lakh,,A,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
156,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,IV/IIB/2016-18,GSA,2210HFW_AU0048_2016-18_IIB_04,"Non recovery of rent from Canteen, STD Booth and HOPCOM  outlets as on 31-08-2018 Rs. 16.81 lakh.",,B,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
157,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,V/IIB/2016-18,GSA,2210HFW_AU0048_2016-18_IIB_05,Non remittance  of interest amount earned under NRHM Grants Rs. 6.81 lakh,,J,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
158,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,VI/IIB/2016-18,GSA,2210HFW_AU0048_2016-18_IIB_06,"Deficiencies noticed in working of Dialysis unit by M/s BRS Health and Research Institute, under Private public partnership (PPP)",,J,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
159,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,VII/IIB/2016-18,GSA,2210HFW_AU0048_2016-18_IIB_07,Delay in construction of Chitradurga Institute of Medical Science.,,J,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
160,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,VIII/IIB/2016-18,GSA,2210HFW_AU0048_2016-18_IIB_08,Non-utilisation of land allotted to Chitradurga Institute of Medical Science (CIMS) and Registering District Hospital entire land in the name of CIMS:Loss of property worth Rs. 8167.86 lakh to Health and Family Welfare Dept.,,I,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
161,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,IX/IIB/2016-18,GSA,2210HFW_AU0048_2016-18_IIB_09,"Discrepancy in extent of land area of District Hospital Chitradurga, propable encroachment of land to the extent of 1 Acre 23 Guntas amounting to Rs. 434.04 lakh.",,I,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
162,H&FW,"District Surgeon, District Hospital, Chitradurga", 2016-17 to 2017-18,X/IIB/2016-18,GSA,2210HFW_AU0048_2016-18_IIB_10,Non-conducting of annual physical verification of store articles.,,J,IIB,,,22.06.18,,,,22.06.18,,R.N.R.,R.N.I.,,
163,H&FW,"Joint Director (TB) Lady Willingdon State T.B.Centre, Bangalore",2004-05 to 2007-08,IV/IIB/2001-02 to 2003-04,GSA,2210HFW_AU0143_2001-04_IIB_01,Procurement of two wheelers under RNTCP. ,, J,IIB,,,,,,,,,13.10.2009,Rejoinder Issued but date was not found out. ,,
164,H&FW,"Joint Director (TB) Lady Willingdon State T.B.Centre, Bangalore",2004-05 to 2007-08,I/IIB/2004-05 to 2007-08,GSA,2210HFW_AU0143_2004-08_IIB_01,Non-deduction of  TDs contractual service providers Rs.28.02 lakh,, B,IIB,,,,,,,,,13.10.2009,Rejoinder Issued but date was not found out. ,,
165,H&FW,"Joint Director (TB) Lady Willingdon State T.B.Centre, Bangalore",2004-05 to 2007-08,I/IIB/2004-05 to 2007-08,GSA,2210HFW_AU0143_2004-08_IIB_02,Non-production of vouchers resultant irregular payment of Rs.28.28  lakh,, J,IIB,,,,,,,,,13.10.2009,Rejoinder Issued but date was not found out. ,,
166,H&FW,"Joint Director (TB) Lady Willingdon State T.B.Centre, Bangalore",2004-05 to 2007-08,II/IB/2004-05 to 2007-08,GSA,2210HFW_AU0143_2004-08_IIB_03,Vehicle maintenance charges paid under miscellaneous,, J,IIB,,,,,,,,,13.10.2009,Rejoinder Issued but date was not found out. ,,
167,H&FW,"Joint Director (TB) Lady Willingdon State T.B.Centre, Bangalore",2004-05 to 2007-08,V/IB/2004-05 to 2007-08,GSA,2210HFW_AU0143_2004-08_IIB_04,"DTC, Tumkur",, J,IIB,,,,,,,,,13.10.2009,Rejoinder Issued but date was not found out. ,,
168,H&FW,"Joint Director (TB) Lady Willingdon State T.B.Centre, Bangalore",2004-05 to 2007-08,VIII/IB/2004-05 to 2007-08,GSA,2210HFW_AU0143_2004-08_IIB_05,"Cash book, bank pass book and balances adopted in the annual accounts of DTC, Mysore",, J,IIB,,,,,,,,,13.10.2009,Rejoinder Issued but date was not found out. ,,
169,H&FW,"The District Malaria Officer,Gulbarga",2003-2004,I/IIB/81-82 to 03-04,GSA,2210HFW_AU0357_1981-04_IIB_01,Payment of special pay (Risk allowance) to the Field staff employed in N.M.E. scheme regarding,, B,IIB,,,,,,,,,R.N.R,R.N.I,,
170,H&FW,"The District Malaria Officer,Gulbarga",2003-2004,II/IIB/81-82 to 03-04,GSA,2210HFW_AU0357_1981-04_IIB_02,LPC dues regarding.,, J,IIB,,,,,,,,,R.N.R,R.N.I,,
171,H&FW,"The District Malaria Officer,Gulbarga",2003-2004,III/IIB/81-82 to 03-04,GSA,2210HFW_AU0357_1981-04_IIB_03,Incorrect fixation of special increment (SFN) in case of Smt. Savitha Kumari  Junior Lab Technical.  Excess payment of Rs..7430. ,, B,IIB,,,,,,,,,R.N.R,R.N.I,,
172,H&FW,"The District Malaria Officer,Gulbarga",2003-2004,IV/IIB/81-82 to 03-04,GSA,2210HFW_AU0357_1981-04_IIB_04,"Irregular sanction of surrender leaves encashment benefit in case of Smt. K.Asha Parveen, Jr. Lab Technician.",, B,IIB,,,,,,,,,R.N.R,R.N.I,,
173,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,IV/IIB/2009-10,GSA,2210HFW_AU0222_2009-10_IIB_01,Non-recovery of rent/penal rent in respect of Dr.Komala Rs..0.91 lakh.,, B,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
174,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,I/IIA/2011-12,GSA,2210HFW_AU0222_2011-12_IIA_01,"National program for prevention and control of cancer , Diabetes, Cardiac Vascular Dieseases and Stroke (NPCDCS)",, I,IIA,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
175,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,VII/IIB/2011-12,GSA,2210HFW_AU0222_2011-12_IIB_02,Pay and allowances drawn beyond prescribed of deputation from other department in respect of Sri.H.K Shivaram Equipment Junior Engineer,, D,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
176,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,II/IIB/2012-14,GSA,2210HFW_AU0222_2012-14_IIB_01,Non-communicable Disease(NCD) Scheme,, J,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
177,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,I/IIB/2014-15,GSA,2210HFW_AU0222_2014-15_IIB_01,"Non recovery of Income Tax-Rs. 10,691/-",,B,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
178,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,III/IIB/2014-15,GSA,2210HFW_AU0222_2014-15_IIB_02,Non remittance of interest amount Rs. 30.61 lakh.,,B,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
179,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,VI/IIB/2015-16,GSA,2210HFW_AU0222_2015-16_IIB_01,Non-deduction of TDS on payments made for  Civil works and Printing of Hospital forms-Rs. 17172/-,,J,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
180,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,I/IIB/2016-17,GSA,2210HFW_AU0222_2016-17_IIB_01,Excess drawal of Special Allowances by Doctors – Rs. 49796/-,,B,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
181,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,VII/IIB/2016-17,GSA,2210HFW_AU0222_2016-17_IIB_02,Non closure of Janata Bazaar Counter in the Hospital,,J,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
182,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,XII/IIB/2016-17,GSA,2210HFW_AU0222_2016-17_IIB_03,Non deduction of income tax from payment of incentive to doctors.,,B,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
183,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,XIII/IIB/2016-17,GSA,2210HFW_AU0222_2016-17_IIB_04,Non deduction Income tax at source (TDS) Rs. 23328/-,,B,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
184,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,XIV/IIB/2016-17,GSA,2210HFW_AU0222_2016-17_IIB_05,Non utilization of Central funds under NCD and NHM-Rs. 100.97 lakh.,,E,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
185,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,XV/IIB/2016-17,GSA,2210HFW_AU0222_2016-17_IIB_06,"Non recovery of rent – Rs. 86,595/-",,J,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
186,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,XVI/IIB/2016-17,GSA,2210HFW_AU0222_2016-17_IIB_07,Physical verification of stock of unit/wards and office not conducted in the prescribed format.,,J,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
187,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,XVII/IIB/2016-17,GSA,2210HFW_AU0222_2016-17_IIB_08,"Non furnishing of Bank Account details to Principal Director, KSA & AD",,J,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
188,H&FW,"The District Surgeon, District Hospital, Tumkur", 2017-18,I/IIB/2017-18,GSA,2210HFW_AU0222_2017-18_IIB_01,"Deficiencies noticed in working of dialysis unit by M/s Eskagsanjeevini Pvt Ltd Kolkata, under Public Private Partnership(PPP) : Refund of Rs24.26 lakhs",,I,IIB,,,25.06.18,,,,25.06.18,,R.N.R.,R.N.I.,,
